Job_Titles,Company_Names,Salary,Job_Location,Job_Link,Joblist_Date
BI Engineer,PepsiCo,None,"Peerancheru, Telangana, India",https://in.linkedin.com/jobs/view/data-analyst-at-kukulkan-mangement-services-3678401091?refId=rixhwKQH3HMTpPES0LkuPw%3D%3D&trackingId=P3RJWtxeGQuQQ6crlC4I7g%3D%3D&position=16&pageNum=12&trk=public_jobs_jserp-result_search-card,2 weeks ago
"Sr. Business Intelligence Analyst, Data Insights and Visualization",General Mills,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/director-data-ai-at-teqfocus-3689539203?refId=rixhwKQH3HMTpPES0LkuPw%3D%3D&trackingId=Yw5gDewoB42iTc%2FONCpdiA%3D%3D&position=17&pageNum=12&trk=public_jobs_jserp-result_search-card,3 weeks ago
Product Analytics - Senior Associate,athenahealth,None,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/business-analytics-reporting-co-ordination-at-ey-3754246684?refId=rixhwKQH3HMTpPES0LkuPw%3D%3D&trackingId=NfL824KlIWVtKKIK3jnSmg%3D%3D&position=18&pageNum=12&trk=public_jobs_jserp-result_search-card,1 month ago
Big Data Analyst - Bi/dw Program Management,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/jr-data-analyst-at-yo-hr-consultancy-3678076743?refId=rixhwKQH3HMTpPES0LkuPw%3D%3D&trackingId=TbKWntR2JmMQnJIbl2gKHQ%3D%3D&position=19&pageNum=12&trk=public_jobs_jserp-result_search-card,1 month ago
Data Analyst,Kukulkan Mangement Services,None,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/internal-audit-data-analytics-at-oaknorth-india-3742575736?refId=rixhwKQH3HMTpPES0LkuPw%3D%3D&trackingId=BbwsSVgU81iPsnQJgOvrHw%3D%3D&position=20&pageNum=12&trk=public_jobs_jserp-result_search-card,2 weeks ago
Director Data & AI,Teqfocus,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/junior-data-scientist-at-quadrant-io-3730239161?refId=rixhwKQH3HMTpPES0LkuPw%3D%3D&trackingId=dMxi5DfciCSITkfDKQKuTA%3D%3D&position=21&pageNum=12&trk=public_jobs_jserp-result_search-card,3 weeks ago
Business Analytics Reporting & Co-Ordination,EY,None,"Kanayannur, Kerala, India",https://in.linkedin.com/jobs/view/data-visualization-engineer-at-the-it-gigs-3748190488?refId=rixhwKQH3HMTpPES0LkuPw%3D%3D&trackingId=EW2jO2N%2BQk3dT%2BIQsW5WQA%3D%3D&position=22&pageNum=12&trk=public_jobs_jserp-result_search-card,3 weeks ago
Jr Data Analyst,YO HR Consultancy,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/interesting-job-opportunity-sigmoid-analytics-analytics-leader-at-sigmoid-3739095432?refId=rixhwKQH3HMTpPES0LkuPw%3D%3D&trackingId=qxV3VIddSLa7VyvA22lllA%3D%3D&position=23&pageNum=12&trk=public_jobs_jserp-result_search-card,4 months ago
Internal Audit - Data Analytics,OakNorth India,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-pune-at-mnr-solutions-pvt-ltd-3738257995?refId=rixhwKQH3HMTpPES0LkuPw%3D%3D&trackingId=JtWkfE7ZYjAarnFJCdy2LQ%3D%3D&position=24&pageNum=12&trk=public_jobs_jserp-result_search-card,4 months ago
Junior Data Scientist,Quadrant.io,None,India,https://in.linkedin.com/jobs/view/digital-analytics-analyst-at-idp-education-ltd-3734543515?refId=rixhwKQH3HMTpPES0LkuPw%3D%3D&trackingId=i7oi5AD6owReMimCcAdssg%3D%3D&position=25&pageNum=12&trk=public_jobs_jserp-result_search-card,2 weeks ago
Data Visualization Engineer.,The IT Gigs,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/quantitative-analyst-at-graviton-research-capital-llp-3733479624?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=svXFwaeisQywxDiKO8zF7w%3D%3D&position=1&pageNum=13&trk=public_jobs_jserp-result_search-card,6 days ago
Interesting Job Opportunity: Sigmoid Analytics - Analytics Leader,Sigmoid,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-science-work-from-home-job-internship-at-blackcoffer-at-blackcoffer-3744406127?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=1BmWs0SP9qTaMSLk6HOuXg%3D%3D&position=2&pageNum=13&trk=public_jobs_jserp-result_search-card,3 months ago
data analyst - Pune,MNR Solutions Pvt. Ltd.,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/sr-business-intelligence-analyst-data-insights-visualization-at-general-mills-3691759297?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=n47rt4qSaLwyzqqkua5L0Q%3D%3D&position=3&pageNum=13&trk=public_jobs_jserp-result_search-card,2 weeks ago
Digital Analytics Analyst,IDP Education Ltd,None,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/spectramedix-data-analyst-tableau-python-at-spectramedix-3713425445?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=%2BXyeT9S67E52HcRMN8mi%2Bw%3D%3D&position=4&pageNum=13&trk=public_jobs_jserp-result_search-card,3 days ago
Quantitative Analyst,Graviton Research Capital LLP,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/deputy-manager-digital-marketing-at-makemytrip-3756987549?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=eb%2B6ATGv92xQyshT%2BO6iPQ%3D%3D&position=5&pageNum=13&trk=public_jobs_jserp-result_search-card,2 months ago
Data Science work from home job/internship at Blackcoffer,Blackcoffer,None,India,https://in.linkedin.com/jobs/view/data-analyst-at-indium-software-3734990025?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=8K83twkKciYSEFU7%2FjajRQ%3D%3D&position=6&pageNum=13&trk=public_jobs_jserp-result_search-card,3 weeks ago
"Sr. Business Intelligence Analyst, Data Insights & Visualization",General Mills,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/kpmg-india-advisory-sap-analytics-at-kpmg-india-3732514512?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=v7LfNx8gAdFMD%2B8KTtBcRg%3D%3D&position=7&pageNum=13&trk=public_jobs_jserp-result_search-card,6 days ago
SpectraMedix - Data Analyst - Tableau/Python,SpectraMedix,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/customer-data-analyst-at-farfetch-3728208762?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=jXrnCMEvYJzlTv5l28GnTQ%3D%3D&position=8&pageNum=13&trk=public_jobs_jserp-result_search-card,1 week ago
Deputy Manager - Digital Marketing,MakeMyTrip,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/junior-data-quality-analyst-patent-information-at-gd-research-center-pvt-ltd-3749261050?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=Q2m4CD%2FVpKsTUOXk42HpVQ%3D%3D&position=9&pageNum=13&trk=public_jobs_jserp-result_search-card,3 weeks ago
Data Analyst,Indium Software,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/business-intelligence-analyst-at-advantmed-india-llp-3683543888?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=syb28LjSPcmDV%2BObUclbQg%3D%3D&position=10&pageNum=13&trk=public_jobs_jserp-result_search-card,1 month ago
KPMG India - Advisory - SAP Analytics,KPMG India,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/verdis-data-analyst-at-verdis-3727907416?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=JXC5WvmUgahJEckzG1miZQ%3D%3D&position=11&pageNum=13&trk=public_jobs_jserp-result_search-card,2 weeks ago
Customer Data Analyst,FARFETCH,None,Greater Delhi Area,https://in.linkedin.com/jobs/view/data-analyst-at-goodspace-3752413627?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=6E2tdn4mAoP3a3%2BB8KL%2Few%3D%3D&position=12&pageNum=13&trk=public_jobs_jserp-result_search-card,3 days ago
Junior Data Quality Analyst (Patent Information),GD Research Center Pvt. Ltd.,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/social-media-research-scouting-work-from-home-job-internship-at-aam-aadmi-party-at-aam-aadmi-party-3745424462?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=s0H3cdcguAdIOR%2FVelr5kA%3D%3D&position=13&pageNum=13&trk=public_jobs_jserp-result_search-card,3 months ago
Business Intelligence Analyst,Advantmed India LLP,None,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/senior-data-analyst-tableau-at-blink-health-3744144639?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=Hh2ywBRobobTHBykcZPlBg%3D%3D&position=14&pageNum=13&trk=public_jobs_jserp-result_search-card,2 weeks ago
Verdis - Data Analyst,VERDIS,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/interesting-job-opportunity-decimal-point-analytics-catastrophe-modeling-analyst-at-decimal-point-analytics-3711186900?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=mTveg6sl0sLXD6t1XroA%2Fw%3D%3D&position=15&pageNum=13&trk=public_jobs_jserp-result_search-card,6 months ago
Data Analyst,GoodSpace,None,India,https://in.linkedin.com/jobs/view/data-modeler-power-bi-lead-at-harman-international-3700635136?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=PHG6ivvPbvdmqGwM7mqz2A%3D%3D&position=16&pageNum=13&trk=public_jobs_jserp-result_search-card,3 days ago
Social Media Research/Scouting work from home job/internship at Aam Aadmi Party,Aam Aadmi Party,None,India,https://in.linkedin.com/jobs/view/data-scientist-at-jar-3713423060?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=RsnqKvA%2Fr7ZwB33ZY1iLAw%3D%3D&position=17&pageNum=13&trk=public_jobs_jserp-result_search-card,3 weeks ago
Senior Data Analyst (Tableau),Blink Health,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/ibm-planning-and-analytics-at-nustar-technologies-3742399606?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=Tlk6km6N7UTHsnYqhpSANw%3D%3D&position=18&pageNum=13&trk=public_jobs_jserp-result_search-card,2 weeks ago
Interesting Job Opportunity: Decimal Point Analytics - Catastrophe Modeling Analyst,Decimal Point Analytics,None,"Nasik, Maharashtra, India",https://in.linkedin.com/jobs/view/apply-now-a-data-analyst-at-deuglo-infosystem-private-limited-3744275582?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=z7MlbM%2FU%2Fonb9Xto3D5UAA%3D%3D&position=19&pageNum=13&trk=public_jobs_jserp-result_search-card,5 months ago
Data Modeler/Power BI Lead,HARMAN International,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/hr-analyst-data-visualization-automation-ai-ml-india-remote-at-ansys-3742437618?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=wzUwBRtn3%2BGinqzgxLHl2Q%3D%3D&position=20&pageNum=13&trk=public_jobs_jserp-result_search-card,3 days ago
Data Scientist,Jar,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-operation-executive-mumbai-at-forbes-advisor-3747412361?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=V%2B3Pd4C4Iqn8kNEKmBmDDA%3D%3D&position=21&pageNum=13&trk=public_jobs_jserp-result_search-card,2 months ago
IBM Planning and Analytics,NuStar Technologies,None,"Delhi Cantonment, Delhi, India",https://in.linkedin.com/jobs/view/immediate-need-for-data-analysis-at-gfl-recruitment-private-limited-3739701549?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=6ttDmh4TwErne85DCKSX8Q%3D%3D&position=22&pageNum=13&trk=public_jobs_jserp-result_search-card,2 weeks ago
Apply Now _ a Data Analyst,Deuglo Infosystem Private Limited,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/big-data-analyst-bi-dw-program-management-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3735090154?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=tdwsX8aFtaHSH2JDhByrAg%3D%3D&position=23&pageNum=13&trk=public_jobs_jserp-result_search-card,6 days ago
HR Analyst (Data Visualization/ Automation/ AI/ ML) - India Remote,Ansys,None,"Mulshi, Maharashtra, India",https://in.linkedin.com/jobs/view/power-bi-data-analytics-visualization-at-idealmet-technologies-3742216611?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=xFuBg%2BKA%2BL04Y2I4APfFHQ%3D%3D&position=24&pageNum=13&trk=public_jobs_jserp-result_search-card,4 weeks ago
Data Operation Executive ( Mumbai),Forbes Advisor,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/research-and-development-staff-at-indian-institute-of-science-iisc-3741320357?refId=UIGd1uRQUwt%2BX%2BF7nC3uUQ%3D%3D&trackingId=OGsNsYu2aAgJX%2BLVPuSUSw%3D%3D&position=25&pageNum=13&trk=public_jobs_jserp-result_search-card,2 months ago
Immediate Need for _ Data Analysis,GFL Recruitment Private Limited,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/sr-data-analyst-insights-at-decathlon-sports-india-3736615609?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=FxQkOEpQQpPjyjHZT7av0w%3D%3D&position=1&pageNum=14&trk=public_jobs_jserp-result_search-card,4 weeks ago
Big Data Analyst - Bi/dw Program Management,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/specialist-reports-and-analytics-at-ripplesindia-group-3679825363?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=6bDlKTbDkum8ZGhcnyI3Sg%3D%3D&position=3&pageNum=14&trk=public_jobs_jserp-result_search-card,1 week ago
Power BI Data Analytics / Visualization,Idealmet Technologies,None,India,https://in.linkedin.com/jobs/view/insight-generation-gurgaon-at-exl-3752430015?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=UTkZfwKDJ%2Fu2y%2FO2Ckgmkw%3D%3D&position=4&pageNum=14&trk=public_jobs_jserp-result_search-card,3 days ago
Research and Development Staff,Indian Institute of Science (IISc),None,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-analytics-leadership-at-mpokket-3734988608?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=Z5WS%2Bz%2F3u1RdZ9VyMyabAw%3D%3D&position=5&pageNum=14&trk=public_jobs_jserp-result_search-card,3 days ago
Sr Data Analyst(Insights),Decathlon Sports India,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/analytics-manager-at-stak-consulting-3751702120?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=%2BVjjPYcCDr5zWxazF898Gg%3D%3D&position=6&pageNum=14&trk=public_jobs_jserp-result_search-card,1 month ago
Data Analytics Internship in Pimpri-Chinchwad at Data Lumina,Data Lumina,None,"Pimpri Chinchwad, Maharashtra, India",https://in.linkedin.com/jobs/view/business-analytics-reporting-co-ordination-at-ey-3722117201?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=BoCqrAJVTS%2Bv7sncETBrWw%3D%3D&position=7&pageNum=14&trk=public_jobs_jserp-result_search-card,2 days ago
Specialist- Reports and Analytics,RipplesIndia Group,None,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/data-analytics-internship-in-delhi-at-uboard-india-limited-at-uboard-india-limited-3748989604?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=1r04%2B9g4zhxKpW7rmCtmeA%3D%3D&position=8&pageNum=14&trk=public_jobs_jserp-result_search-card,4 days ago
Insight Generation-Gurgaon,EXL,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/power-bi-specialist-data-modeling-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3687653260?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=kT3tTOjpjeRNc3XNkctovA%3D%3D&position=9&pageNum=14&trk=public_jobs_jserp-result_search-card,3 weeks ago
Data & Analytics - Leadership,mPokket,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3752076385?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=%2FYqP%2BqPDm1kWeKmg%2B07eew%3D%3D&position=10&pageNum=14&trk=public_jobs_jserp-result_search-card,2 weeks ago
Analytics Manager,Stak Consulting,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/analytics-consultant-at-talent-socio-3703607000?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=dz0Rpe4r0jSKgM8Em6GXTg%3D%3D&position=11&pageNum=14&trk=public_jobs_jserp-result_search-card,2 days ago
Business Analytics Reporting & Co-Ordination,EY,None,"Kanayannur, Kerala, India",https://in.linkedin.com/jobs/view/data-analyst-at-moody-s-corporation-3756951912?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=RIvUTH7elOoUpV%2FL7wgLjA%3D%3D&position=12&pageNum=14&trk=public_jobs_jserp-result_search-card,2 months ago
Data Analytics Internship in Delhi at Uboard India Limited,UBOARD INDIA LIMITED,None,"Delhi, Delhi, India",https://in.linkedin.com/jobs/view/analytics-consultant-power-bi-%2B-azure-synapse-job-title-is-%E2%80%9Canalytics-consultant-power-bi-%2B-azure-synapse-at-quantzig-3743819375?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=sww73tw43qp2FcNnmHjdKQ%3D%3D&position=13&pageNum=14&trk=public_jobs_jserp-result_search-card,1 week ago
Power BI Specialist - Data Modeling,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/data-scientist-python-machine-learning-at-cavinkare-3728464442?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=LVlQZIdRNbK91azW8alWGg%3D%3D&position=14&pageNum=14&trk=public_jobs_jserp-result_search-card,2 weeks ago
Data Analyst,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/market-research-analyst-at-triaksha-automation-technologies-pvt-ltd-3686756729?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=Jtf36ZiRExjo2fnmKzG50w%3D%3D&position=15&pageNum=14&trk=public_jobs_jserp-result_search-card,1 week ago
Analytics Consultant,Talent Socio,None,India,https://in.linkedin.com/jobs/view/am-power-bi-hms038304-at-genpact-3713330548?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=eZk3SNbE31yAvRYI4E04nw%3D%3D&position=16&pageNum=14&trk=public_jobs_jserp-result_search-card,2 weeks ago
Data Analyst,Moody's Corporation,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/senior-data-analyst-at-juniper-networks-3737840674?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=53HekLa9izLjEdmiUU%2F6pw%3D%3D&position=17&pageNum=14&trk=public_jobs_jserp-result_search-card,2 weeks ago
Analytics Consultant (Power BI + Azure Synapse)Job title is “Analytics Consultant (Power BI + Azure Synapse),Quantzig,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/power-bi-specialist-data-modeling-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3735088370?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=70Kuj1%2B6TTY3zefY81GHhw%3D%3D&position=18&pageNum=14&trk=public_jobs_jserp-result_search-card,6 days ago
Data Scientist - Python/Machine Learning,CavinKare,None,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/regional-mis-senior-associate-at-paytm-3731536742?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=H9iAjGbNJJARScqkghvpZA%3D%3D&position=19&pageNum=14&trk=public_jobs_jserp-result_search-card,1 week ago
Market Research Analyst,Triaksha Automation Technologies Pvt. Ltd.,None,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-alpha-consultants-3709744259?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=ThmmIr0%2BTqIMoeiVk7RgoQ%3D%3D&position=20&pageNum=14&trk=public_jobs_jserp-result_search-card,2 days ago
AM Power BI-HMS038304,Genpact,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/associate-manager-business-analytics-at-gmr-hyderabad-international-airport-ltd-3742858664?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=Aw%2BiK9EbJEuyU%2BexqcQLyQ%3D%3D&position=21&pageNum=14&trk=public_jobs_jserp-result_search-card,6 days ago
Senior Data Analyst,Juniper Networks,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/power-bi-at-cloudeq-3753048034?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=iGVvRM1j3Sw%2Bae4V1kUABA%3D%3D&position=22&pageNum=14&trk=public_jobs_jserp-result_search-card,1 month ago
Power BI Specialist - Data Modeling,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/business-analyst-assistant-manager-at-paytm-3747050293?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=GOECtid9ZY8tC1zqICzYJA%3D%3D&position=23&pageNum=14&trk=public_jobs_jserp-result_search-card,1 month ago
Regional MIS - Senior Associate,Paytm,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-tableau-advance-excel-ppt-at-corporate-chemistry-3678189654?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=l%2FVj3N3la%2BfrM4OaZKI5cg%3D%3D&position=24&pageNum=14&trk=public_jobs_jserp-result_search-card,2 weeks ago
Data Analyst,Alpha Consultants,None,Greater Delhi Area,https://in.linkedin.com/jobs/view/business-analytics-at-qrata-3627616246?refId=moDjP%2Ff87CZ4aNdbgFqhAA%3D%3D&trackingId=od47mdb3BQxyRp%2BNJyc7yA%3D%3D&position=25&pageNum=14&trk=public_jobs_jserp-result_search-card,1 month ago
Associate Manager - Business Analytics,GMR Hyderabad International Airport Ltd,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/ind-analyst-at-lowe-s-companies-inc-3756333389?refId=t8MeZzAei%2B2wrF4iJ5RPug%3D%3D&trackingId=h1VLTW5ApqIFzQuPjEqWVQ%3D%3D&position=1&pageNum=15&trk=public_jobs_jserp-result_search-card,3 weeks ago
